0	1
Þy ilcan gere forðferde Wulfric cynges horsðegn se wæs eac Wealh gefera	se ilca gear forþferan Wulfric cyning horsþegn se wesan eac Wealh gefera
Her on þysum gere gefor Æðelm Wiltunscire ealdormon nigon nihtum ær middum sumere	her on þes gear gefaran Æþelm Wiltunscir ealdorman nigon niht ær midd sumer
& her forðferde Heahstan se wæs on Lundenne biscop	& her forþferan Heahstan se wesan on Lunden bisceop
Ohthere sæde his hlaforde Ælfrede cyninge þæt he ealra Norðmonna norþmest bude	Ohthere secgan his hlaford Ælfred cyning þæt he eal Norþmann norþ buan
He cwæð þæt he bude on þæm lande norþweardum wiþ þa Westsæ	he cweþan þæt he buan on se land norþeweard wiþ se Westsæ
He sæde þeah þæt þæt land sie swiþe lang norþ þonan	he secgan þeah þæt se land wesan swiðe lang norþ þanan
ac hit is eal weste buton on feawum stowum styccemælum wiciað Finnas on huntoðe on wintra & on sumera on fiscaþe be þære sæ	ac hit wesan eal weste butan on feawa stow styccemælum wician Finn on huntaþ on winter & on sumer on fiscaþ be se sæ
He sæde þæt he æt sumum cirre wolde fandian hu longe þæt land norþryhte læge oþþe hwæðer ænig mon be norðan þæm westenne bude	he secgan þæt he æt sum cyrr willan fandian hu lange se land norþrihte licgan oððe hwæðer ænig mann be norþan se westen buan
Þa for he norþryhte be þæm lande let him ealne weg þæt weste land on ðæt steorbord & þa widsæ on ðæt bæcbord þrie dagas	þa faran he norþrihte be se land lætan he eal weg se weste land on se steorbord & se widsæ on se bæcbord þri dæg
Þa wæs he swa feor norþ swa þa hwælhuntan firrest faraþ	þa wesan he swa feor norþ swa se hwælhunta feor faran
Þa for he þa giet norþryhte swa feor swa he meahte on þæm oþrum þrim dagum gesiglan	þa faran he þa git norþrihte swa feor swa he magan on se oþrum þri dæg geseglian
Þa beag þæt land þær eastryhte oþþe seo sæ in on ðæt lond	þa bugan se land þær eastrihte oððe se sæ in on se land
he n ysse hwæðer buton he wisse ðæt he ðær bad westanwindes & hwon norþan & siglde ða east be lande swa swa he meahte on feower dagum gesiglan	he ne witan hwæðer butan he witan þæt he þær bidan westanwind & hwon norþan & seglan þa east be land swa swa he magan on feower dæg geseglian
Þa sceolde he ðær bidan ryhtnorþanwindes for ðæm þæt land beag þær suþryhte oþþe seo sæ in on ðæt land	þa sculan he þær bidan rihtnorþanwind for þæm se land bugan þær suþrihte oððe se sæ in on se land
he n ysse hwæþer	he ne witan hwæðer
Þa siglde he þonan suðryhte be lande swa swa he mehte on fif dagum gesiglan	þa seglan he þanan suþrihte be land swa swa he magan on fif dæg geseglian
Ða læg þær an micel ea up in on þæt land	þa licgan þær an micel ea up in on se land
Þa cirdon hie up in on ða ea for þæm hie ne dorston forþ bi þære ea siglan for unfriþe for þæm ðæt land wæs eall gebun on oþre healfe þære eas	þa cyrran hi up in on se ea for þæm hi ne durran forþ be se ea seglan for unfriþ for þæm se land wesan eal gebuan on oðer healf se ea
Ne mette he ær nan gebun land siþþan he from his agnum ham for	ne metan he ær nan gebuan land siððan he fram his agen ham faran
Ac him wæs ealne weg weste land on þæt steorbord butan fiscerum & fugelerum & huntum	ac he wesan eal weg weste land on se steorbord butan fiscere & fugelere & hunta
& þæt wæron eall Finnas	& se wesan eal Finn
& him wæs a widsæ on ðæt bæcbord	& he wesan a widsæ on se bæcbord
Þa Beormas hæfdon swiþe wel gebud hira land	se Beormas habban swiþe wel gebuan hira land
ac hie ne dorston þæron cuman	ac hi ne durran þæron cuman
Ac þara Terfinna land wæs eal weste buton ðær huntan gewicodon oþþe fisceras oþþe fugeleras	ac se Terfinn land wesan eal weste butan þær hunta gewician oððe fiscere oððe fugelere
Fela spella him sædon þa Beormas ægþer ge of hiera agnum lande ge of þæm landum þe ymb hie utan wæron	fela spell he secgan se Beormas æghwæðer ge of hira agen land ge of se land þe ymb hi utan wesan
ac he n yste hwæt þæs soþes wæs for þæm he hit self ne geseah	ac he ne witan hwæt se soþ wesan for þæm he hit self ne geseon
Þa Finnas him þuhte & þa Beormas spræcon neah an geþeode	se Finn he þyncan & se Beormas sprecan neah an geþeode
Swiþost he for ðider toeacan þæs landes sceawunge for þæm horshwælum for ðæm hie habbað swiþe æþele ban on hiora toþum	swiðe he faran þider toeacan se land sceawunge for se horshwæl for þæm hi habban swiþe æðele ban on hira toþ
þa teð hie brohton sume þæm cyninge	se toþ hi bringan sum se cyning
& hiora hyd bið swiðe god to sciprapum	& hira hyd beon swiðe god to sciprap
Se hwæl bið micle læssa þonne oðre hwalas	se hwæl beon micel lytel þonne oðer hwæl
ne bið he lengra ðonne syfan elna lang	ne beon he lang þonne seofon eln lang
Ac on his agnum lande is se betsta hwælhuntað	ac on his agen land wesan se god hwælhuntaþ
þa beoð eahta and feowertiges elna lange	se beon eahta and feowertig eln lang
& þa mæstan fiftiges elna lange	& se micel fiftig eln lange
Þara he sæde þæt he syxa sum ofsloge syxtig on twam dagum	se he secgan þæt he six sum ofslean sixtig on twegen dæg
He wæs swyðe spedig man on þæm æhtum þe heora speda on beoð þæt is on wildrum	he wesan swiðe spedig mann on se æht þe hira sped on beon se wesan on wilddeor
He hæfde þa gyt ða he þone cyningc sohte tamra deora unbebohtra syx hund	he habban þa git þa he se cyning secan tam deor unbeboht six hund
Þa deor hi hatað hranas	se deor hi hatan hran
þara wæron syx stælhranas	se wesan six stælhran
ða beoð swyðe dyre mid Finnum for ðæm hy foð þa wildan hranas mid	se beon swiðe deore mid Finn for þæm hi fon se wilde hran mid
He wæs mid þæm fyrstum mannum on þæm lande	he wesan mid se fyrst mann on se land
n æfde he þeah ma ðonne twentig hryðera & twentig sceapa & twentig swyna	ne habban he þeah micel þonne twentig hríðer & twentig sceap & twentig swin
& þæt lytle þæt he erede he erede mid horsan	& se lytel se he erian he erian mid hors
Ac hyra ar is mæst on þæm gafole þe ða Finnas him gyldað	ac hira ar wesan micel on se gafol þe se Finn hi gildan
Þæt gafol bið on deora fellum & on fugela feðerum & hwales bane & on þæm sciprapum þe beoð of hwæles hyde geworht & of seoles	se gafol beon on deor fel & on fugol feðer & hwæl ban & on se sciprap þe beon of hwæl hyd gewyrcan & of seolh
Æghwilc gylt be hys gebyrdum	æghwilc gieldan be his gebyrd
Se byrdesta sceall gyldan fiftyne mearðes fell & fif hranes & an beran fel & tyn ambra feðra & berenne kyrtel oððe yterenne & twegen sciprapas	se byrde sculan gieldan fiftyne mearþ fel & fif hran & an bera fel & tin amber feðer & beren cyrtel oððe yteren & twegen sciprap
ægþer sy syxtig elna lang	æghwæðer wesan sixtig eln lang
oþer sy of hwæles hyde geworht oþer of sioles	oðer wesan of hwæl hyd gewyrcan oðer of seolh
He sæde ðæt Norðmanna land wære swyþe lang & swyðe smæl	he secgan ðæt Norþmann land wesan swyðe lang & swiðe smæl
Eal þæt his man aþer oððe ettan oððe erian mæg þæt lið wið ða sæ	eal se hit man ahwæþer oððe ettan oððe erian magan se licgan wiþ se sæ
& þæt is þeah on sumum stowum swyðe cludig	& se wesan þeah on sum stow swiðe cludig
& licgað wilde moras wið eastan & wið uppon emnlange þæm bynum lande	& licgan wilde mor wiþ eastan & wiþ uppan efenlang se byn land
On þæm morum eardiað Finnas	on se mor eardian Finn
& þæt byne land is easteweard bradost & symle swa norðor swa smælre	& se byn land wesan easteweard brad & simble swa norþ swa smæl
Eastewerd hit mæg bion syxtig mila brad oþþe hwene brædre & middeweard þritig oððe bradre	easteweard hit magan beon sixtig mil brad oððe hwene brad & middeweard þritig oððe brad
& norðeweard he cwæð þær hit smalost wære þæt hit mihte beon þreora mila brad to þæm more	& norþeweard he cweþan þær hit smæl wesan þæt hit magan beon þri mil brad to se mor
& se mor syðþan on sumum stowum swa brad swa man mæg on twam wucum oferferan & on sumum stowum swa brad swa man mæg on syx dagum oferferan	& se mor siððan on sum stow swa brad swa man magan on twegen wicu oferferan & on sum stow swa brad swa man magan on six dæg oferferan
Ðonne is toemnes þæm lande suðeweardum on oðre healfe þæs mores Sweoland oþ þæt land norðeweard	þonne wesan toefnes se land suþeweard on oðer healf se mor Sweoland oþ se land norþeweard
& toemnes þæm lande norðeweardum Cwena land	& toefnes se land norþeweard Cwen land
Þa Cwenas hergiað hwilum on ða Norðmen ofer ðone mor	se Cwen hergian hwilum on se Norþmann ofer se mor
hwilum þa Norðmen on hy	hwilum se Norþmann on hi
& þær sint swiðe micle meras fersce geond þa moras	& þær wesan swiðe micel mere fersc geond se mor
& berað þa Cwenas hyra scypu ofer land on ða meras	& beran se Cwen hira scip ofer land on se mere
& þanon hergiað on ða Norðmen	& þanan hergian on se Norþmann
hy habbað swyðe lytle scypa & swyðe leohte	hi habban swiðe lytel scip & swiðe leoht
Ohthere sæde þæt sio scir hatte Halgoland þe he on bude	Ohthere secgan þæt se scir hatan Halgoland þe he on buan
He cwæð þæt nan man ne bude be norðan him	he cweþan þæt nan mann ne buan be norþan he
Þonne is an port on suðeweardum þæm lande þone man hæt Sciringesheal	þonne wesan an port on suþeweard se land se man hatan Sciringesheal
Þyder he cwæð þæt man ne mihte geseglian on anum monðe gyf man on niht wicode & ælce dæge hæfde ambyrne wind	þider he cweþan þæt man ne magan geseglian on an monaþ gif man on niht wician & ælc dæg habban ambyr wind
& ealle ða hwile he sceal seglian be lande	& eal se hwil he sculan seglian be land
& on þæt steorbord him bið ærest Iraland & þonne ða igland þe synd betux Iralande & þissum lande	& on se steorbord he beon ær Iraland & þonne se igland þe wesan betweoh Iraland & þes land
Þone is þis land oð he cymð to Scirincgesheale & ealne weg on þæt bæcbord Norðweg	þonne wesan þes land oþ he cuman to Sciringesheal & eal weg on se bæcbord Norþweg
Æfter þæm þe Romeburg getimbred wæs IIII hunde wintrum & XXVI feng Alexander to Mæcedonia rice æfter Philippuse his fæder & his ærestan ðegnscipe on ðon gecyþde þa he ealle Crecas mid his snyttro on his geweald geniedde ealle þa þe wið hiene gewin upahofon	æfter se þe Romeburh getimbran wesan feower hund winter & twentigsix fon Alexander to Mæcedonia rice æfter Philippus his fæder & his ær þegenscip on se gecyðan þa he eal Crece mid his snytro on his geweald genedan eal se þe wiþ he gewin upahebban
Þæt wearð ærest from Persum þa hie sealdon Demostanase þæm philosophe licgende feoh wið þæm þe he gelærde ealle Crecas þæt hie Alexandre wiðsocen	se weorþan ær fram Perse þa hi sellan Demostanas se philosoph licgan feoh wiþ se þe he gelæran eal Crece þæt hi Alexander wiþsacan
Athene budon gefeoht Alexandre	Athene beodan gefeoht Alexander
ac he hie sona forslog & gefliemde þæt hie siþþan ungemetlicne ege from him hæfdon & Thebana fæsten abræc & mid ealle towearp þætte ær wæs ealra Creca heafodstol & siþþan þæt folc eall on ellþeodge him wið feo gesealde	ac he hi sona forslean & geflyman þæt hi siððan ungemetlic ege fram he habban & Thebane fæsten abrecan & mid eal toweorpan se ær wesan eal Crece heafodstol & siððan se folc eal on elþeod he wiþ feoh gesellan
& ealle þa oðre þeoda þe an Crecum wæron he to gafolgieldum gedyde buton Mæcedonium þe him æst to gecirdon & þonan wæs farende an Nilirice & on Thraci & hie ealle to him gebigde	& eal se oðer þeod þe an Creca wesan he to gafolgilda gedon butan Mæcedonie þe he ær to gecirran & þanan wesan faran an Nilirice & on Thracia & hi eal to he gebugan
& siþþan he gegaderode fird wið Perse	& siððan he gegaderian fyrd wiþ Perse
& þa hwile þe he hie gaderade he ofslog ealle his mægas þe he geræcan mehte	& se hwil þe he heo gaderian he ofslean eal his mæg þe he geræcan magan
On his feðehere wæron XXXII M & þæs gehorsedan fifte healf M & scipa an hund & eahtatig	on his feðehere wesan þritigtwegen þusend & se gehorsian fifta healf þusend & scip an hund & eahtatig
N at ic cwæð Orosius hwæðer mare wundor wæs þe þæt he swa mid lytle fultume þone mæstan dæl þisses middangeardes gegan mehte þe þæt he mid swa lytle weorode swa micel anginnan dorste	ne witan ic cweþan Orosius hwæðer micel wundor wesan þe þæt he swa mid lytel fultum se micel dæl þes middangeard gegan magan þe þæt he mid swa lytel weorod swa micel anginnan durran
On þæm ærestan gefeohte þe Alexander gefeaht wið Darius an Persum Darius hæfde siex hund m folces	on þæm ær gefeoht þe Alexander gefeohtan wiþ Darius an Perse Darius habban six hund þusend folc
He wearþ þeh swiþor beswicen for Alexandres searewe þonne for his gefeohte	he weorþan þeah swiðe beswican for Alexander searu þonne for his gefeoht
Þær wæs ungemetlic wæl geslagen Persa	þær wesan ungemetlic wæl geslean Perse
& Alexandres n æs na ma þonne hund twelftig on þæm rædehere & nigan on þæm feðan	& Alexander ne wesan na micel þonne hund twentig on se rædehere & nigon on se feþa
Þa afor Alexander þonan on Frigam Asiam lond & heora burg abræc & towearp þe mon hætt Sardis	þa afaran Alexander þanan on Friga Asia land & hira burh abrecan & toweorpan þe man hatan Sardis
Þa sægde him mon þæt Darius hæfde eft fird gegaderod on Persum	þa secgan he man þæt Darius habban eft fyrd gegaderian on Perse
Alexander him þæt þa ondred for þære nearwan stowe þe he þa on wæs & hrædlice for þæm ege þonan afor ofer Taurasan þone beorg & ungeliefedlicne micelne weg on þæm dæge gefor oð he com to Tharsum þære byrg on Cilicium þæm londe	Alexander he se þa ondrædan for se nearu stow þe he þa on wesan & hrædlice for se ege þanan afaran ofer Tauras se beorg & ungelifedlic micelne weg on se dæg gefaran oþ he cuman to Tharsus se burh on Cilicia se land
On ðæm dæge he gemette ane ea sio hæfde ungemettlice ceald wæter seo wæs Ciðnus haten	on se dæg he gemetan an ea se habban ungemetlice ceald wæter se wesan Ciðnus hatan
Þa ongan he hine baðian þæron swa swatigne	þa onginnan he he baðian þæron swa swatig
þa for þæm ciele him gescruncan ealle þa ædra þæt him mon þæs lifes ne wende	þa for se cyle he gescrincan ealle se æder þæt he man se lifes ne wenan
Raðe æfter þæm com Darius mid firde to Alexandre	raðe æfter se cuman Darius mid fyrd to Alexander
He hæfde III C þusenda feðena & an hund þusenda gehorsedra	he habban þri hund þusend feþa & an hund þusend gehorsian
Alexander wæs þa him swiðe ondrædende for þære miclan menige & for þære lytlan þe he self hæfde þeh þe he ær mid þære ilcan Darius maran ofercome	Alexander wesan þa he swiðe ondrædan for se micel menigu & for se lytel þe he self habban þeah þe he ær mid se ilca Darius micel ofercuman
Þæt gefeoht wæs gedon mid micelre geornfullnesse of þæm folcum bæm	se gefeoht wesan gedo mid micel geornfulnes of se folc begen
& þær wæron þa cyningas begen gewundod	& þær wesan se cyning begen gewundian
Þær wæs Persa X M ofslægen gehorsedra & eahtatig M feþena & eahtatig M gefangenra	þær wesan Perse tin þusend ofslean gehorsian & eahtatig þusend feþa & eahtatig þusend gefangian
& þær wæs ungemetlic micel licgende feoh funden on ðæm wicstowun	& þær wesan ungemetlic micel licgan feoh findan on se wicstow
Þær wæs Darius modor gefangen & his wif sio wæs his swiostor & his II dohtor	þær wesan Darius modor gefangian & his wif se wesan his sweostor & his twegen dohtor
Ða bead Darius healf his rice Alexandre wiþ þæm wifmonnum	þa beodan Darius healf his rice Alexander wiþ se wifmann
ah him n olde Alexander þæs getygþian	ac he ne willan Alexander se getiðian
Darius þa giet þriddan siþe gegaderade fird of Persum & eac of oþrum londum þone fultum þe he him to aspanan mehte & wið Alexandres for	Darius þa git þridda siþ gegaderian fyrd of Perse & eac of oðer land se fultum þe he he to aspanan magan & wiþ Alexander faran
Þa hwile þe Darius fird gegaderode þa hwile sende Alexander Parmenionem his ladteow þæt he Darius sciphere gefliemde	se hwil þe Darius fyrd gegaderian se hwil sendan Alexander Parmenio his ladteow þæt he Darius sciphere geflyman
& he self for in Sirium	& he self faran in Siria
& hie him ongean comon & his mid eaþmodnessun anfengon	& hi he ongeagn cuman & he mid eaþmodnes onfon
& he ðeah naþelæs heora land oferhergeade & þæt folc sum þær sittan let sum þonan adræfde sume on elðiode him wið feo gesealde	& he þeah naðylæs hira land oferhergian & se folc sum þær sittan lætan sum þanan adrifan sum on elþeod he wiþ feoh gesellan
& Tirus þa ealdan burg & þa welegan he besætt & siþþan tobræc & mid ealle towearp for þon hi him lustlice anfon n oldan & siþþan for on Cilicium & þæt folc to him geniedde & siþþan on Roðum þæt iglond & þæt folc to him geniedde	& Tirus se eald burh & se welig he besittan & siððan tobrecan & mid eal toweorpan for þon hi hi lustlice onfon ne willan & siððan faran on Cilicia & se folc to he genedan & siððan on Roðos se igland & se folc to he genedan
& æfter þæm he for on Egypti & hi to him geniedde & þær het þa burg atimbran þe mon siþþan be him het Alexandria	& æfter se he faran on Egipte & hi to he genedan & þær hatan se burh atimbran þe man siððan be he hatan Alexandria
& siþþan he for to þæm hearge þe Egypti sædon þæt he wære Amones heora Godes se wæs Iobeses sunu heora oþres Godes to þon þæt he wolde beladian his modor Nectanebuses þæs drys þe mon sæde þæt heo hie wið forlege & þæt he Alexandres fæder wære	& siððan he faran to se hearg þe Egipte secgan þæt he wesan Amon hira God se wesan Iobes sunu hira oðer God to se þæt he willan beladian his modor Nectanebus se dry þe man secgan þæt heo heo wiþ forlicgan & þæt he Alexander fæder wesan
Þa bebead Alexander þæm hæðnan biscepe þæt he becrupe on þæs Amones anlicnesse þe inne on þæm hearge wæs ær þæm þe he & þæt folc hie ðær gegaderede & sæde hu he him an his gewill beforan þam folce ondwyrdan sceolde þæs he hiene ascade	þa bebeodan Alexander se hæðen bisceop þæt he becreopan on se Amon anlicnes þe inne on se hearg wesan ær se þe he & se folc hi þær gegaderian & secgan hu he he on his gewil beforan se folc andwerdan sculan se he he ascian
Þa rinde hit	þa rinde hit
Her ys godspellys angyn hælyndes Cristes Godes suna	her wesan godspell angin hælend Crist God sunu
Swa awriten is on þæs witegan bec Isaiam	swa awritan wesan on se witega boc Isaias
nu ic asende minne engel beforan þinre ansyne Se gegearwað þinne weg beforan ðe	nu ic asendan min engel beforan þin ansyn se gegearwian þin weg beforan þu
Clypiende stefn on þam westene	clypian stefn on se westen
gegearwiað Drihtnes weg	gegearwian Dryhten weg
doð rihte his siðas	don riht his siþ
Iohannes wæs on westene fulligende & bodiende dædbote fulwiht on synna forgyfenesse	Iohannes wesan on westen fullian & bodian dædbot fulwiht on syn forgifness
& to him ferde eall Iudeisc rice & ealle Hierosolimaware & wæron fram him gefullode on Iordanes flode hyra synna anddettenne	& to he feran eal Iudeisc rice & eal Hierosolimaware & wesan fram he gefullian on Iordane flod hira syn andettan
And Iohannes wæs gescryd mid oluendes hærum	and Iohannes wesan gescrydan mid olfend hær
& fellen gyrdel wæs ymbe his lendenu	& fellen gyrdel wesan ymb his lendenu
& gærstapan & wudu.hunig he æt	& gærsstapa & wuduhunig he etan
& he bodude & cwæð	& he bodian & cweþan
strengra cymð æfter me þæs ne eom ic wyrðe þæt ic his sceona þwanga bugende uncnytte	strang cuman æfter ic se ne wesan ic weorþ þæt ic his scoh þwang bugan uncnyttan
Ic fullige eow on wætere	ic fullian ge on wæter
he eow fullað on halgum gaste	he ge fullian on halig gast
& on ðam dagum com se hælend fram Nazareth Galilee & wæs gefullod on Iordane fram Iohanne	& on se dæg cuman se hælend fram Nazareth Galilee & wesan gefullian on Iordane fram Iohannes
& sona of ðam wætere he geseah opene heofonas & haligne gast swa culfran astigende & on him wunigende	& sona of se wæter he geseon open heofon & halig gast swa culfre astigan & on he wunian
& þa wæs stefn of heofenum geworden	& þa wesan stefn of heofon geweorþan
þu eart min gelufoda sunu	þu wesan min gelufian sunu
on þe ic gelicode	on þu ic gelician
And sona gast hine on westen genydde	and sona gast he on westen genedan
& he on westene wæs feowertig daga & feowertig nihta	& he on westen wesan feowertig dæg & feowertig niht
& he wæs fram Satane gecostnod	& he wesan fram Satan gecostnian
& he mid wilddeorum wæs	& he mid wilddeor wesan
& him englas þenodon	& he engel þegnian
Syððan Iohannes geseald wæs com se hælend on Galileam Godes rices godspell bodigende & þus cweðende	siððan Iohannes gesellan wesan cuman se hælend on Galilea God rice godspell bodian & þus cweþan
witodlice tid is gefylled	witodlice tid wesan gefyllan
& heofena rice genealæcð	& heofon rice genealæcan
Doð dædbote	don dædbot
& gelyfaþ þam godspelle	& gelyfan se godspell
& þa he ferde wið þa Galileiscan Sæ he geseah Simonem & Andream his broðor hyra nett on þa sæ lætende	& þa he feran wiþ se Galileisc sæ he geseon Simon & Andreas his broðor hira nett on se sæ lætan
Soðlice hi wæron fisceras	soþlice hi wesan fiscere
And þa cwæð se hælend	and þa cweþan se hælend
cumað æfter me	cuman æfter ic
& ic do inc þæt gyt beoð sawla onfonde	& ic don git þæt git beon sawel onfond
& hi þa hrædlice him fyligdon & forleton heora net	& hi þa hrædlice he fylgean & forlætan hira nett
& ðanon hwon agan he geseah Iacobum & Zebedei & Iohannes his broðor	& þanan hwon agan he geseon Iacob & Zebedeus & Iohannes his broðor
& hi on heora scype heora nett logodon	& hi on hira scip hira nett logian
& he hi sona clypode	& he hi sona clypian
& hi heora fæder Zebedeo on scipe forleton mid hyrlingum & ferdon to Cafarnaum	& hi hira fæder Zebedeus on scip forlætan mid hyrling & feran to Cafarnaum
& sona restedagum he lærde hi on gesamnunge ingancgende	& sona restedæg he læran hi on gesamnung ingan
& hi wundredon be his lare	& hi wundrian be his lar
Soþlice he wæs hi lærende swa se þe anweald hæfð næs swa boceras	soþlice he wesan hi læran swa se þe anweald habban næs swa bocere
& on heora gesamnunge wæs sum man on unclænum gaste	& on hira gesamnung wesan sum mann on unclæne gast
& he hrymde & cwæð	& he hryman & cweþan
eala Nazarenisca hælend hwæt is us & þe	eala Nazarenisc hælend hwæt wesan we & þu
Com ðu us to forspillanne	cuman þu we to forspillan
Ic wat þu eart Godes halga	ic witan þu wesan God halga
Ða cidde se hælend him & cwæð	þa cyþan se hælend he & cweþan
adumba & ga of þisum men	adumbian & gan of þes mann
& se unclæna gast hine slitende & mycelre stefne clypiende him of eode	& se unclæne gast he slitan & micel stefn clypian he of gan
Þa wundredon hi ealle swa þæt hi betwux him cwædon	þa wundrian hi eal swa þæt hi betweoh hi cweþan
hwæt ys þis	hwæt wesan þes
Hwæt is þeos niwe lar þæt he on anwealde unclænum gastum bebyt & hi hyrsumiað him	hwæt wesan þes niwe lar þæt he on anweald unclæne gast bebeodan & hi hyrsumian he
& sona ferde his hlisa to Galilea rice	& sona feran his hlisa to Galilea rice
Hrædlice of hyra gesamnunge hi comon on Simonis & Andreas hus mid Iacobe & Iohanne	hrædlice of hira gesamnung hi cuman on Simon & Andreas hus mid Iacob & Iohannes
Soðlice þa sæt Simonis swegr hriðigende	soþlice þa sittan Simon sweger hriðian
& hi him be hyre sædon	& hi he be heo secgan
& genealæcende he hi up ahof hyre handa gegripenre	& genealæcan he heo up ahebban hire hand gegripan
& hrædlice se fefor hi forlet	& hrædlice se fefer heo forlætan
& heo þenode him	& heo þegnian hi
Soðlice þa hit wæs æfen geworden þa sunne to setle eode hi brohton to him ealle þa unhalan & þa ðe wode wæron	soþlice þa hit wesan æfen geweorþan þa sunne to setl gan hi bringan to he eal se unhal & se þe wod wesan
& eall seo burhwaru wæs gegaderod to þære duran	& eal se burhwaru wesan gegaderian to se duru
& he manega gehælde þe missenlicum adlum gedrehte wæron	& he manig gehælan þe missenlic adl gedreccan wesan
& manega deofolseocnyssa he ut adraf & hi sprecan ne let forþam hi wiston þæt he Crist wæs	& manig deofolseocnes he ut adrifan & hi sprecan ne lætan forðam hi witan þæt he Crist wesan
And swiðe ær arisende he ferde on weste stowe & hine þar gebæd	and swiðe ær arisan he feran on weste stow & he þær gebiddan
& him fyligde Simon & þa ðe mid him wæron	& he fylgean Simon & se þe mid he wesan
& þa hi hine gemetton hi sædon him	& þa hi he gemetan hi secgan he
eall þis folc ðe secð	eal þes folc þu secan
Þa cwæð he	þa cweþan he
fare we on gehende tunas & ceastra þæt ic ðar bodige	faran we on gehende tun & ceaster þæt ic þær bodian
Witodlice to ðam ic com	witodlice to se ic cuman
& he wæs bodigende on heora gesamnungum & ealre Galilea & deofolseocnessa ut adrifende	& he wesan bodian on hira gesamnung & eal Galilea & deofolseocnes ut adrifan
And to him com sum hreofla hine biddende & gebigedum cneowum him to cwæþ	and to he cuman sum hreofla he biddan & gebigan cneow he to cweþan
Drihten gif þu wylt ðu miht geclænsian me	Dryhten gif þu willan þu magan geclænsian ic
Soðlice se hælend him gemiltsode & his hand aþenode & hine æthrinende & þus cwæð	soþlice se hælend he gemiltsian & his hand aþenian & he æthrinan & þus cweþan
Ic wylle	ic willan
Beo ðu geclænsod	beon þu geclænsian
& þa he ðus cwæð sona seo hreofnys him fram gewat	& þa he þus cweþan sona se hreofness he fram gewitan
& he wæs geclænsod	& he wesan geclænsian
& sona he bead him & cwæð	& sona he beodan he & cweþan
warna þæt ðu hit nanum men ne secge ac ga & ætyw ðe þara sacerda ealdre & bring for ðinre clænsunga þæt Moyses bebead him on gewitnesse	warenian þæt þu hit nan mann ne secgan ac gan & ætywan þu se sacerd ealdor & bringan for þin clænsung se Moyses bebeodan he on gewitnes
& he þa utgangende ongan bodian & widmærsian þa spræce swa þæt he ne mihte openlice on þa ceastre gan ac beon ute on westum stowum	& he þa utgan onginnan bodian & widmærsian se spræc swa þæt he ne magan openlice on se ceaster gan ac beon ute on weste stow
& hi æghwanon to him comon	& hi æghwanan to he cuman
& eft æfter dagum he eode into Cafarnaum	& eft æfter dæg he gan into Cafarnaum
& hit wæs gehyred þæt he wæs on huse	& hit wesan gehyran þæt he wesan on hus
& manega togædere comon	& manig togædere cuman
& he to heom spræc	& he to hi sprecan
& hi comon anne laman to him berende þone feower men bæron	& hi cuman an lama to he beran se feower mann beran
& þa hi ne mihton hine inbringan for þære mænigu hi openodon þone hrof þar se hælend wæs	& þa hi ne magan he inbringan for se menigu hi openian se hrof þær se hælend wesan
& hi þa inasendan þæt bed þe se lama on læg	& hi þa inasendan se bed þe se lama on licgan
Soðlice ða se hælend geseah heora geleafan he cwæð to þam laman	soþlice þa se hælend geseon hira geleafa he cweþan to se lama
Sunu þe synt þine synna forgyfene	sunu þu wesan þin syn forgifan
Þar wæron sume of ðam bocerum sittende & on heora heortum þencende	þar wesan sum of se bocere sittan & on hira heorte þencan
Hwi spycð þes þus	hwy sprecan þes þus
He dysegað	he dysegian
Hwa mæg synna forgyfan buton God ana	hwa magan syn forgifan butan God ana
Ða se hælend þæt on his gaste oncneow þæt hi swa betwux him þohton he cwæð to him	þa se hælend se on his gast oncnawan þæt hi swa betweoh hi þencan he cweþan to hi
hwi ðence ge þas ðing on eowrum heortan	hwy þencan ge þes þing on eower heorte
Hwæðer is eðre to secgenne to þam laman þe synd ðine synna forgyfene hwæðer þe cweðan aris nim ðin bed & ga	hwæðer wesan eðe to secgan to se lama þu wesan þin syn forgifan hwæðer þe cweþan arisan niman þin bed & gan
Þæt ge soðlice witon þæt mannes sunu hæfð anweald on eorðan synna to forgyfanne He cwæð to þam laman Þe ic secge	þæt ge soþlice witan þæt mann sunu habban anweald on eorþ syn to forgifan he cweþan to se lama þu ic secgan
aris nim þin bed & ga to þinum huse	arisan niman þin bed & gan to þin hus
& he sona aras & beforan him eallum eode Swa þæt ealle wundredon & þus cwædon	& he sona arisan & beforan hi eal gan swa þæt eal wundrian & þus cweþan
næfre we ær þyllic ne gesawon	næfre we ær þyslic ne geseon
Eft he ut eode to ðære sæ	eft he ut gan to se sæ
& eall seo menigeo him to com	& eal se menigu he to cuman
& he hi lærde	& he hi læran
& þa he forð eode he geseah Leuin Alphei sittende æt his cepsetle	& þa he forþ gan he geseon Leuin Alpheus sittan æt his cepsetl
& he cwæð to him	& he cweþan to he
folga me	folgian ic
þa aras he & folgode him	þa arisan he & folgian he
& hit gewearð þa he sæt on his huse þæt manega manfulle sæton mid þam hælende & his leorningcnihtum	& hit geweorþan þa he sittan on his hus þæt manig manfull sittan mid se hælend & his leornungcniht
Soðlice manega þa ðe him fyligdon wæron boceras & Farisei & cwædon	soþlice manig þa þe he fylgean wesan bocere & Pharisei & cweþan
